timestamp,trade_count,total_qty,signed_qty,avg_trade_price,avg_trade_vs_mid,future_ret_1,future_ret_2,future_ret_3,future_ret_5,future_ret_10,future_ret_20,future_ret_50,future_ret_100,future_ret_200,future_ret_500,future_ret_1000
640100,1,4,4,9998.0,8.0,3.0,2.0,3.0,4.0,-1.0,4.0,23.0,27.0,24.0,7.0,57.0
640800,1,5,-5,9983.0,-8.0,0.0,-1.0,-2.0,-1.0,0.0,5.0,28.0,22.0,26.0,2.0,59.0
643900,1,6,6,10010.0,8.0,1.0,0.0,0.0,-2.0,9.0,15.0,22.5,17.0,2.0,-5.0,34.5
645400,1,4,-4,10009.0,-8.0,-1.0,1.0,1.0,0.0,2.0,9.0,-2.0,3.0,-14.0,-16.0,16.0
645500,1,2,2,10024.0,8.0,2.0,2.0,3.0,2.0,5.0,12.0,-4.0,4.0,-11.0,-15.0,19.0
646500,1,6,6,10029.0,8.0,1.0,1.0,0.0,2.0,7.0,0.0,-5.0,-4.0,-16.0,-16.0,9.0
649600,1,2,-2,10013.0,-8.0,1.0,-2.0,-1.5,-4.0,-9.0,-4.0,-8.0,4.0,-22.0,-6.0,-4.0
652300,1,3,-3,10006.0,-8.0,1.0,2.0,0.0,1.0,5.0,-2.0,2.0,-2.0,-26.0,15.5,20.0
653500,1,6,-6,10012.0,-8.0,1.0,1.0,-3.0,-3.0,-6.0,0.0,-2.0,-12.0,-26.0,7.0,24.0
661800,1,4,4,10022.0,8.0,-2.5,-3.0,-1.0,-2.0,-2.0,-4.5,-9.5,-23.0,-45.0,18.0,4.0
662400,1,5,-5,10004.0,-8.0,2.0,3.0,1.0,-4.0,-4.0,-10.0,-3.0,-24.5,-38.0,14.0,-4.0
663100,1,5,-5,9998.0,-8.0,1.0,2.0,2.0,5.0,-3.0,0.0,2.0,-14.0,-33.0,22.0,1.0
668000,1,6,-6,9999.0,-8.0,1.0,0.0,-1.0,-3.0,-2.0,-12.0,-17.0,-19.0,-3.0,2.0,0.0
670800,1,5,-5,9993.0,-8.0,-3.0,-6.0,-6.0,-6.0,-10.0,-7.0,-5.0,-24.0,-8.0,16.0,4.0
679600,1,6,6,9995.0,8.0,-2.0,-4.0,-3.0,-3.0,-9.0,-12.0,3.5,16.0,28.0,31.0,20.0
682100,1,5,5,9982.0,8.0,1.0,2.0,0.0,1.0,-1.0,10.0,23.0,19.0,51.0,54.0,22.0
682200,1,6,-6,9967.0,-8.0,1.0,-1.0,1.0,0.0,-5.0,12.0,24.0,16.0,54.0,55.0,18.0
683500,1,4,4,9973.0,3.5,4.5,3.5,4.5,11.5,19.5,28.5,30.5,23.5,57.5,66.5,17.5
686000,1,4,-4,9990.0,-8.0,-1.0,1.0,4.0,4.0,0.0,6.0,-6.0,7.0,40.0,29.5,-8.0
690600,1,3,3,10000.0,8.0,3.0,1.0,1.0,0.0,1.0,4.0,12.0,34.0,38.0,61.0,18.0
691300,1,6,-6,9982.0,-8.0,1.0,3.0,3.0,2.0,-1.0,5.0,17.0,35.0,39.0,59.0,14.0
693800,1,6,6,10005.0,8.0,0.0,0.0,2.0,2.0,3.0,8.0,13.0,28.0,24.0,41.0,8.0
699400,1,3,-3,10008.0,-8.0,1.0,-1.0,3.0,5.0,7.0,9.0,11.0,19.0,-4.0,1.0,-22.0
707400,1,4,-4,10024.0,-8.0,2.0,2.0,3.0,2.0,5.0,3.0,-6.0,-28.0,-23.0,-1.0,-60.0
712800,1,5,-5,10018.0,-8.0,-1.0,0.0,2.0,-3.0,-5.0,-9.0,-23.0,-17.0,12.0,-16.0,-48.0
714900,1,2,-2,10007.0,-8.0,-2.0,-1.0,0.0,-3.0,-13.0,-12.0,-5.0,-6.0,18.0,-9.0,-20.5
715000,1,2,-2,10005.0,-8.0,1.0,2.0,-2.0,-5.0,-12.0,-8.0,-3.0,-5.0,16.0,-12.0,-21.0
721300,1,5,-5,10005.0,-8.0,-2.0,-4.0,-4.0,-8.0,-8.0,-5.0,0.0,18.0,36.0,-13.0,-13.0
721400,1,5,-5,10003.0,-8.0,-2.0,-2.0,-1.0,-2.0,-3.0,-5.0,2.0,17.0,37.0,-16.5,-12.0
722600,1,4,-4,10001.0,-8.0,1.0,0.0,-4.0,-1.0,-4.0,2.0,-1.0,29.0,26.0,-18.0,-8.0
735100,1,5,5,10039.0,8.0,0.0,0.0,0.0,-4.0,0.0,7.0,16.0,4.0,3.0,-38.0,-42.0
738300,1,5,-5,10037.0,-8.0,1.0,-2.0,-2.0,0.0,2.5,7.0,-13.0,-14.0,-11.5,-38.0,-53.0
738400,1,2,2,10054.0,8.0,-3.0,-3.0,-3.0,1.0,0.0,9.5,-14.0,-13.0,-10.0,-45.0,-53.0
740800,1,3,3,10058.0,8.0,-3.0,-2.0,1.0,-1.0,-10.0,-17.0,-16.0,-27.0,-37.0,-39.0,-60.0
741300,1,2,2,10057.0,8.0,-1.0,-2.0,-5.0,-9.0,-16.0,-17.0,-17.0,-24.0,-34.0,-45.0,-55.5
748800,1,6,6,10038.0,8.0,-3.0,-6.0,-7.0,-8.0,-12.0,-7.0,15.0,0.0,-13.0,-31.0,-31.0
750300,1,4,4,10029.0,8.0,3.0,4.0,3.0,2.0,4.0,13.0,16.0,-4.0,-19.0,-22.0,-12.0
754800,1,3,3,10049.0,8.0,-2.0,-2.0,-7.0,-4.0,-3.0,-6.0,-15.0,-36.0,-49.0,-53.0,-26.0
755900,1,2,2,10047.0,8.0,2.0,-1.0,1.0,-3.0,-3.0,-8.0,-28.0,-33.0,-35.0,-54.0,-21.0
760300,1,6,6,10025.0,8.0,-1.0,-4.0,-4.0,-4.0,-2.0,-8.0,-10.0,-15.0,-6.0,-40.0,-12.0
762200,1,3,-3,10003.0,-8.0,-2.0,-3.0,-4.0,-5.0,-4.0,-8.0,-8.0,-17.0,-18.0,-35.0,-4.0
762800,1,5,-5,10002.0,-8.0,-2.0,0.0,-3.0,-3.0,-3.0,-5.0,-1.0,-16.0,-12.0,-32.0,-3.0
763000,1,4,4,10018.0,8.0,-3.0,-3.0,-3.0,-4.0,-3.0,-9.0,-3.0,-15.0,-16.0,-37.0,-1.0
764200,1,4,-4,9995.0,-8.0,0.0,-1.0,2.0,2.0,1.0,0.0,10.0,-1.0,-9.0,-21.0,2.0
764400,1,5,-5,9994.0,-8.0,3.0,2.0,3.0,4.0,4.0,5.0,13.0,-4.0,-9.0,-17.0,2.0
769500,1,3,3,10022.0,8.0,-2.0,-5.0,-4.0,-8.0,-12.0,-18.0,-17.0,-6.0,-9.0,-19.0,-5.0
773400,1,6,6,10005.0,8.0,0.0,2.0,4.0,1.0,1.0,4.0,10.0,-6.0,5.0,-9.0,8.0
776900,1,4,-4,9999.0,-8.0,-1.0,0.0,1.0,2.0,7.0,-3.0,-9.0,-20.0,-10.0,-24.0,-8.0
778400,1,6,-6,9999.0,-8.0,-2.0,-1.0,-4.0,-3.0,-4.0,4.0,-16.0,-6.0,-5.0,-27.0,0.0
778700,1,4,4,10011.0,8.0,2.0,1.0,-1.0,2.0,6.0,8.0,-18.0,3.0,-4.0,-25.0,0.0
779000,1,4,4,10010.0,8.0,2.0,3.0,1.0,6.0,8.0,0.0,-12.0,8.0,-5.0,-20.0,5.0
780100,1,4,4,10020.0,8.0,-1.0,-1.0,-1.0,-2.0,-8.0,-16.0,-19.0,-4.0,-16.0,-31.0,-4.0
785300,1,6,-6,9985.0,-8.0,-2.0,-3.5,-2.0,-6.0,-7.0,3.0,17.0,2.0,-7.0,-6.0,34.0
793800,1,4,4,10013.0,8.0,3.0,3.0,3.0,5.0,-3.0,-15.0,-6.0,-9.0,-28.0,-4.0,19.0
794900,1,4,-4,9991.0,-8.0,2.0,-1.0,-2.0,-6.0,-5.0,-2.0,-3.0,-10.0,-4.5,4.0,21.0
795700,1,4,-4,9982.0,-8.0,0.0,4.0,4.0,3.0,7.0,15.0,5.0,-3.0,1.0,10.0,27.0
799200,1,6,6,10005.0,8.0,-2.0,-3.0,1.0,1.0,2.0,-2.0,-6.0,-21.0,-6.0,7.0,9.0
802300,1,2,-2,9984.0,-8.0,-3.0,-3.0,-4.0,1.0,0.0,-1.0,-20.0,-15.0,8.0,12.0,-9.0
802400,1,6,6,9997.0,8.0,0.0,-1.0,1.0,2.0,6.0,1.0,-17.0,-11.0,13.0,17.0,-12.0
804800,1,4,-4,9980.0,-8.0,1.0,2.0,1.0,-2.0,-1.0,-13.0,-13.0,1.0,-1.5,27.0,-5.0
805000,1,5,5,9998.0,8.0,-1.0,-1.0,-4.0,-5.0,-1.5,-17.0,-14.0,2.0,-9.0,23.0,-9.0
805900,1,3,-3,9977.0,-8.0,3.5,-1.0,-2.0,-3.0,-11.0,-14.0,-9.0,5.0,-2.0,33.0,0.0
806000,1,5,5,9993.0,4.5,-4.5,-5.5,-6.5,-8.5,-15.5,-17.5,-10.5,1.5,-3.5,30.5,-3.5
806200,1,4,-4,9975.0,-8.0,-1.0,-1.0,-3.0,-6.0,-12.0,-9.0,-7.0,8.0,4.0,33.0,-1.0
810200,1,5,-5,9969.0,-8.0,0.0,1.0,3.0,1.0,-1.0,-1.0,15.0,20.0,4.0,31.0,12.0
824000,1,6,6,9985.0,8.0,2.0,1.0,2.0,5.0,4.0,8.0,5.0,2.0,23.0,29.0,4.0
825600,1,5,5,9987.0,8.0,0.0,3.0,4.0,7.0,4.0,-13.5,-3.0,6.0,24.0,22.5,23.0
832700,1,2,2,9995.0,8.0,-2.0,-4.0,-3.0,-8.0,-6.0,-4.0,9.0,18.0,24.0,32.0,12.0
832900,1,5,5,9991.0,8.0,1.0,0.0,-4.0,-4.0,-3.0,2.0,13.5,25.0,33.0,36.0,19.0
841500,1,2,-2,9983.0,-8.0,3.0,6.0,3.0,5.0,12.0,11.0,9.0,17.0,22.0,32.0,17.0
843000,1,3,3,10016.0,8.0,0.0,-1.0,-3.0,-6.0,-8.0,-6.0,-9.0,7.0,1.0,16.0,-2.0
844600,1,4,4,10006.0,8.0,0.0,2.0,5.0,4.0,5.0,0.0,5.0,16.0,6.0,21.0,10.0
850400,1,6,6,10014.0,4.5,-1.5,-4.5,-4.5,-3.5,0.5,-3.5,7.5,-2.5,-0.5,-11.5,-1.5
852400,1,2,-2,9998.0,-8.0,0.0,-1.0,5.0,10.0,11.0,10.0,10.0,1.0,0.0,-29.0,11.0
859100,1,6,-6,10011.0,-8.0,-2.0,-2.0,-2.0,-5.0,-11.0,-10.0,-16.0,-11.0,-11.0,-43.0,14.0
859700,1,4,-4,10006.0,-8.0,-1.0,-3.0,-7.0,-6.0,-6.0,-5.0,-8.0,-5.0,-5.0,-28.0,14.0
860500,1,4,4,10016.0,8.0,2.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,-1.0,-20.0,23.0
862100,1,5,-5,9999.0,-8.0,0.0,1.0,0.0,2.0,2.0,-4.0,6.0,-6.0,10.0,-26.0,20.0
864800,1,6,-6,10000.0,-8.0,-1.0,-2.0,-3.0,-4.0,2.0,6.0,0.0,-10.0,12.0,-36.0,14.0
867200,1,3,3,10020.0,8.0,1.0,2.0,8.0,3.0,3.0,-4.0,-9.0,-12.0,19.5,-41.5,-4.0
868000,1,3,-3,10004.0,-8.0,3.0,3.0,2.0,-5.0,-3.0,-3.0,-6.0,-8.0,21.0,-48.0,-5.0
868200,1,2,-2,10007.0,-8.0,-1.0,-0.5,-8.0,-4.0,-7.0,-7.0,-11.0,-7.5,18.5,-46.0,-6.0
873100,1,3,3,10012.0,8.0,0.0,1.0,1.0,1.0,2.5,-2.0,1.0,18.0,17.0,-17.0,17.0
874800,1,4,-4,9990.0,-8.0,1.0,2.0,4.0,6.0,6.0,0.0,12.0,22.0,20.0,-10.0,29.0
876100,1,6,-6,9989.0,-8.0,-3.0,-1.0,-1.0,-1.0,5.0,8.0,13.0,34.0,18.5,0.0,18.5
883900,1,3,-3,10015.0,-8.0,-4.5,-1.0,1.0,3.0,0.0,6.0,16.0,3.0,-47.0,-22.0,-24.0
884500,1,2,-2,10017.0,-8.0,1.0,2.0,-5.0,0.0,-2.0,10.0,9.0,-7.0,-43.0,-21.0,-31.0
885300,1,5,-5,10019.0,-8.0,-3.0,-4.0,-1.0,2.0,7.0,8.0,5.0,-11.0,-45.0,-20.0,-29.0
886200,1,5,5,10039.0,8.0,3.0,2.0,4.0,0.5,0.5,2.5,-10.0,-19.0,-49.0,-32.0,-36.0
889300,1,3,3,10048.0,8.5,-3.5,-5.5,-1.5,-1.5,-7.5,-17.5,-18.5,-34.5,-55.5,-36.5,-42.5
898800,1,5,-5,10002.0,-8.0,-2.0,-3.0,-5.0,-5.0,-2.0,-14.0,-34.0,-40.0,-45.0,-4.0,-42.0
908000,1,4,4,9980.0,3.5,3.5,5.5,1.5,-1.5,-2.0,11.5,7.5,-12.5,29.5,47.5,
910900,1,5,-5,9973.0,-8.0,-2.0,0.0,-2.0,-3.0,1.0,-1.0,-17.0,-2.0,23.0,49.0,
912300,1,2,-2,9975.0,-8.0,2.0,2.0,1.0,-3.0,3.0,-13.0,-15.0,-6.0,20.0,40.0,
917000,1,3,-3,9959.0,-8.0,0.0,3.5,1.0,-1.0,-3.0,0.0,9.0,34.0,39.0,48.0,
918600,1,5,-5,9962.0,-8.0,-2.0,-5.0,-3.0,-1.0,-2.0,7.0,17.0,30.0,34.0,38.0,
920900,1,6,6,9987.0,8.0,0.0,0.0,1.0,-1.0,-5.0,6.0,23.0,25.0,23.0,38.0,
922400,1,6,-6,9971.0,-8.0,-1.0,0.0,1.0,6.0,6.0,7.0,26.0,18.5,27.0,43.0,
923100,1,5,5,9995.0,8.0,-2.0,-3.0,-2.0,0.0,-5.0,5.0,15.0,16.5,20.0,34.0,
924000,1,6,6,9989.0,8.0,1.0,1.0,4.0,3.0,10.0,18.0,14.0,20.0,24.5,46.0,
924900,1,6,6,9997.0,8.0,2.0,3.0,2.0,4.5,13.0,13.0,22.0,13.0,21.0,39.0,
928400,1,6,6,10008.0,8.0,0.0,0.0,0.0,-4.0,-6.0,8.0,3.0,9.0,3.0,10.0,
932900,1,3,-3,9994.0,-8.0,-3.0,1.5,0.0,1.0,-1.0,0.0,7.0,4.0,19.0,-9.0,
939100,1,5,-5,9994.0,-8.0,-2.0,1.0,-2.0,-1.0,-5.0,4.0,4.0,4.0,31.0,-7.0,
940700,1,3,3,10008.0,8.0,2.0,2.0,5.0,6.0,7.0,5.0,8.0,13.0,32.0,-2.0,
942000,1,2,2,10010.0,8.0,1.0,3.0,3.0,3.0,4.0,3.5,3.0,11.0,23.0,-5.0,
943300,1,3,-3,9997.0,-8.0,2.0,4.0,4.0,3.0,-1.0,3.0,-2.5,12.0,12.0,-24.0,
944100,1,4,-4,9998.0,-8.0,-2.0,-2.0,-2.0,2.0,1.0,8.0,0.0,16.0,15.0,-25.0,
949600,1,4,4,10015.0,8.0,2.5,0.5,1.0,2.0,6.0,9.0,12.0,24.5,3.0,-47.0,
950300,1,3,-3,9998.0,-8.0,2.0,3.0,7.0,6.0,9.0,9.0,15.0,27.0,4.0,,
950600,1,4,4,10021.0,8.0,0.0,-1.0,-2.0,-1.0,3.0,6.0,14.0,17.0,1.0,,
951800,1,5,-5,10005.0,-8.0,0.0,0.0,-2.0,2.0,8.0,5.0,12.0,12.0,4.0,,
957000,1,3,-3,10014.0,-8.0,-1.0,-1.0,-4.0,0.0,2.0,10.0,3.0,-7.0,-9.0,,
973400,1,4,4,10033.0,8.5,1.5,1.5,5.5,-1.5,2.5,1.5,-14.5,-27.5,-43.5,,
975800,1,5,5,10027.0,8.0,-3.0,-4.0,-3.5,-4.0,-4.0,-9.0,-17.0,-26.0,-44.0,,
976800,1,6,6,10023.0,8.0,3.0,-2.0,-4.0,-1.0,-5.0,-5.0,-12.0,-21.0,-37.0,,
977200,1,5,5,10021.0,8.0,1.0,1.0,1.0,-1.0,2.0,-3.0,-14.0,-17.0,-36.0,,
980400,1,2,-2,9996.0,-8.0,0.0,-1.0,-4.0,-3.0,-2.0,-14.0,-5.0,-8.0,,,
990400,1,4,-4,9988.0,-8.0,0.0,-1.0,2.0,1.0,-1.0,0.0,-17.0,,,,
997000,1,5,-5,9977.0,-4.5,-3.5,-4.5,-1.5,-5.5,-9.5,-8.5,,,,,
999900,1,5,5,9966.0,8.0,,,,,,,,,,,
