event,rel_step,avg_mid_minus_event_mid
spread_widened,67,0.7
spread_widened,68,0.81
spread_widened,69,0.945
spread_widened,70,0.6625
spread_widened,71,0.9225
spread_widened,72,0.9075
spread_widened,73,0.815
spread_widened,74,0.7825
spread_widened,75,0.7775
spread_widened,76,0.685
spread_widened,77,0.7475
spread_widened,78,0.66
spread_widened,79,0.5875
spread_widened,80,0.6825
bid_size_increased,-20,0.4775
bid_size_increased,-19,0.6375
bid_size_increased,-18,0.6075
bid_size_increased,-17,0.55
bid_size_increased,-16,0.5
bid_size_increased,-15,0.4575
bid_size_increased,-14,0.455
bid_size_increased,-13,0.39
bid_size_increased,-12,0.275
bid_size_increased,-11,0.0175
bid_size_increased,-10,-0.145
bid_size_increased,-9,-0.4
bid_size_increased,-8,-0.405
bid_size_increased,-7,-0.255
bid_size_increased,-6,0.03
bid_size_increased,-5,-0.0425
bid_size_increased,-4,0.005
bid_size_increased,-3,-0.0575
bid_size_increased,-2,0.0025
bid_size_increased,-1,0.2225
bid_size_increased,0,0.0
bid_size_increased,1,0.1125
bid_size_increased,2,0.4025
bid_size_increased,3,0.3375
bid_size_increased,4,0.405
bid_size_increased,5,0.4675
bid_size_increased,6,0.48
bid_size_increased,7,0.2875
bid_size_increased,8,0.4375
bid_size_increased,9,0.345
bid_size_increased,10,0.385
bid_size_increased,11,0.2125
bid_size_increased,12,0.255
bid_size_increased,13,0.385
bid_size_increased,14,0.4725
bid_size_increased,15,0.6775
bid_size_increased,16,0.9075
bid_size_increased,17,1.075
bid_size_increased,18,1.2825
bid_size_increased,19,1.4425
bid_size_increased,20,1.3525
bid_size_increased,21,1.4175
bid_size_increased,22,1.1475
bid_size_increased,23,1.0575
bid_size_increased,24,1.1525
bid_size_increased,25,1.115
bid_size_increased,26,1.04
bid_size_increased,27,0.99
bid_size_increased,28,1.1125
bid_size_increased,29,1.0375
bid_size_increased,30,0.925
bid_size_increased,31,1.185
bid_size_increased,32,1.0575
bid_size_increased,33,1.1775
bid_size_increased,34,0.8675
bid_size_increased,35,0.7875
bid_size_increased,36,0.75
bid_size_increased,37,0.7575
bid_size_increased,38,0.5725
bid_size_increased,39,0.4825
bid_size_increased,40,0.4025
bid_size_increased,41,0.3725
bid_size_increased,42,0.2625
bid_size_increased,43,0.18
bid_size_increased,44,0.2875
bid_size_increased,45,0.4225
bid_size_increased,46,0.065
bid_size_increased,47,0.28
bid_size_increased,48,0.4175
bid_size_increased,49,0.3025
bid_size_increased,50,0.0625
bid_size_increased,51,0.1475
bid_size_increased,52,0.3175
bid_size_increased,53,0.37
bid_size_increased,54,0.0725
bid_size_increased,55,0.01
bid_size_increased,56,0.0825
bid_size_increased,57,0.175
bid_size_increased,58,0.015
bid_size_increased,59,0.3475
bid_size_increased,60,0.34
bid_size_increased,61,0.7325
bid_size_increased,62,0.5325
bid_size_increased,63,0.7625
bid_size_increased,64,1.0275
bid_size_increased,65,1.115
bid_size_increased,66,1.135
bid_size_increased,67,1.2175
bid_size_increased,68,1.2775
bid_size_increased,69,1.32
bid_size_increased,70,1.1325
bid_size_increased,71,1.3
bid_size_increased,72,1.3
bid_size_increased,73,1.3375
bid_size_increased,74,1.37
bid_size_increased,75,1.3325
bid_size_increased,76,1.3175
bid_size_increased,77,1.295
bid_size_increased,78,1.4
bid_size_increased,79,1.27
bid_size_increased,80,1.5425
ask_size_increased,-20,0.5725
ask_size_increased,-19,0.6825
ask_size_increased,-18,0.71
ask_size_increased,-17,0.845
ask_size_increased,-16,1.095
ask_size_increased,-15,0.725
ask_size_increased,-14,0.43
ask_size_increased,-13,0.0825
ask_size_increased,-12,-0.035
ask_size_increased,-11,-0.045
ask_size_increased,-10,-0.1
ask_size_increased,-9,-0.1875
ask_size_increased,-8,-0.0325
ask_size_increased,-7,-0.0625
ask_size_increased,-6,0.1275
ask_size_increased,-5,-0.1075
ask_size_increased,-4,0.01
ask_size_increased,-3,0.0325
ask_size_increased,-2,0.075
ask_size_increased,-1,-0.1875
ask_size_increased,0,0.0
ask_size_increased,1,-0.0575
ask_size_increased,2,0.0025
ask_size_increased,3,0.1875
ask_size_increased,4,0.345
ask_size_increased,5,0.18
ask_size_increased,6,0.4575
ask_size_increased,7,0.3275
ask_size_increased,8,0.26
ask_size_increased,9,0.17
ask_size_increased,10,0.3125
ask_size_increased,11,0.435
ask_size_increased,12,0.515
ask_size_increased,13,0.8475
ask_size_increased,14,0.7675
ask_size_increased,15,1.2025
ask_size_increased,16,1.02
ask_size_increased,17,1.1725
ask_size_increased,18,1.35
ask_size_increased,19,1.2925
ask_size_increased,20,1.2725
ask_size_increased,21,1.285
ask_size_increased,22,1.1175
ask_size_increased,23,1.0725
ask_size_increased,24,1.0725
ask_size_increased,25,1.36
ask_size_increased,26,1.3625
ask_size_increased,27,1.1425
ask_size_increased,28,1.16
ask_size_increased,29,1.1175
ask_size_increased,30,1.0525
ask_size_increased,31,1.1525
ask_size_increased,32,0.98
ask_size_increased,33,1.0025
ask_size_increased,34,0.9325
ask_size_increased,35,0.6775
ask_size_increased,36,0.4625
ask_size_increased,37,0.53
ask_size_increased,38,0.435
ask_size_increased,39,0.6175
ask_size_increased,40,0.465
ask_size_increased,41,0.505
ask_size_increased,42,0.4025
ask_size_increased,43,0.4
ask_size_increased,44,0.08
ask_size_increased,45,0.2725
ask_size_increased,46,0.225
ask_size_increased,47,0.1625
ask_size_increased,48,-0.0725
ask_size_increased,49,0.2325
ask_size_increased,50,0.155
ask_size_increased,51,0.135
ask_size_increased,52,0.1625
ask_size_increased,53,0.135
ask_size_increased,54,0.17
ask_size_increased,55,0.2225
ask_size_increased,56,-0.0325
ask_size_increased,57,0.26
ask_size_increased,58,0.1825
ask_size_increased,59,0.545
ask_size_increased,60,0.5925
ask_size_increased,61,0.925
ask_size_increased,62,1.015
ask_size_increased,63,1.0675
ask_size_increased,64,1.0625
ask_size_increased,65,1.1525
ask_size_increased,66,1.055
ask_size_increased,67,1.1675
ask_size_increased,68,1.445
ask_size_increased,69,1.2
ask_size_increased,70,1.3325
ask_size_increased,71,1.4675
ask_size_increased,72,1.24
ask_size_increased,73,1.2575
ask_size_increased,74,1.3725
ask_size_increased,75,1.3425
ask_size_increased,76,1.2025
ask_size_increased,77,1.415
ask_size_increased,78,1.35
ask_size_increased,79,1.175
ask_size_increased,80,1.5025
z500_above_2,-20,-8.2775
z500_above_2,-19,-7.7225
z500_above_2,-18,-7.4225
z500_above_2,-17,-6.9925
z500_above_2,-16,-6.785
z500_above_2,-15,-6.45
z500_above_2,-14,-6.04
z500_above_2,-13,-5.74
z500_above_2,-12,-5.0975
z500_above_2,-11,-4.685
z500_above_2,-10,-4.2025
z500_above_2,-9,-3.88
z500_above_2,-8,-3.375
z500_above_2,-7,-2.995
z500_above_2,-6,-2.38
z500_above_2,-5,-2.015
z500_above_2,-4,-1.6575
z500_above_2,-3,-1.1525
z500_above_2,-2,-0.7425
z500_above_2,-1,-0.455
z500_above_2,0,0.0
z500_above_2,1,0.015
z500_above_2,2,-0.08
z500_above_2,3,0.18
z500_above_2,4,-0.06
z500_above_2,5,0.045
z500_above_2,6,-0.065
z500_above_2,7,0.085
z500_above_2,8,0.205
z500_above_2,9,0.075
z500_above_2,10,0.0625
z500_above_2,11,-0.0325
z500_above_2,12,-0.02
z500_above_2,13,-0.005
z500_above_2,14,0.3175
z500_above_2,15,0.275
z500_above_2,16,0.11
z500_above_2,17,0.15
z500_above_2,18,0.2425
z500_above_2,19,0.3275
z500_above_2,20,0.1775
z500_above_2,21,0.2875
z500_above_2,22,0.1625
z500_above_2,23,0.1325
z500_above_2,24,0.15
z500_above_2,25,0.39
z500_above_2,26,0.18
z500_above_2,27,0.105
z500_above_2,28,0.16
z500_above_2,29,0.13
z500_above_2,30,-0.015
z500_above_2,31,-0.0325
z500_above_2,32,0.05
z500_above_2,33,-0.01
z500_above_2,34,-0.08
z500_above_2,35,0.0825
z500_above_2,36,0.01
z500_above_2,37,-0.135
z500_above_2,38,-0.2575
z500_above_2,39,-0.0375
z500_above_2,40,-0.31
z500_above_2,41,-0.42
z500_above_2,42,-0.195
z500_above_2,43,-0.1125
z500_above_2,44,-0.34
z500_above_2,45,-0.3725
z500_above_2,46,-0.2625
z500_above_2,47,-0.2525
z500_above_2,48,-0.3625
z500_above_2,49,-0.585
z500_above_2,50,-0.4825
z500_above_2,51,-0.73
z500_above_2,52,-0.855
z500_above_2,53,-0.85
z500_above_2,54,-0.735
z500_above_2,55,-1.035
z500_above_2,56,-1.095
z500_above_2,57,-1.02
z500_above_2,58,-0.9375
z500_above_2,59,-1.0825
z500_above_2,60,-1.1975
z500_above_2,61,-0.975
z500_above_2,62,-1.0675
z500_above_2,63,-1.0725
z500_above_2,64,-1.16
z500_above_2,65,-0.915
z500_above_2,66,-0.9025
z500_above_2,67,-0.985
z500_above_2,68,-0.9125
z500_above_2,69,-0.9325
z500_above_2,70,-1.085
z500_above_2,71,-1.145
z500_above_2,72,-1.0825
z500_above_2,73,-1.195
z500_above_2,74,-1.1525
z500_above_2,75,-1.265
z500_above_2,76,-1.2675
z500_above_2,77,-1.25
z500_above_2,78,-1.4625
z500_above_2,79,-1.4975
z500_above_2,80,-1.4625
z500_below_minus_2,-20,9.0025
z500_below_minus_2,-19,8.3225
z500_below_minus_2,-18,7.94
z500_below_minus_2,-17,7.4675
z500_below_minus_2,-16,6.96
z500_below_minus_2,-15,6.735
z500_below_minus_2,-14,6.1125
z500_below_minus_2,-13,5.805
z500_below_minus_2,-12,5.3875
z500_below_minus_2,-11,4.975
z500_below_minus_2,-10,4.64
z500_below_minus_2,-9,3.8825
z500_below_minus_2,-8,3.6025
z500_below_minus_2,-7,3.0425
z500_below_minus_2,-6,2.5825
z500_below_minus_2,-5,2.39
z500_below_minus_2,-4,1.775
z500_below_minus_2,-3,1.5
z500_below_minus_2,-2,0.9825
z500_below_minus_2,-1,0.4525
z500_below_minus_2,0,0.0
z500_below_minus_2,1,0.1425
z500_below_minus_2,2,0.3325
z500_below_minus_2,3,0.235
z500_below_minus_2,4,0.29
z500_below_minus_2,5,0.4375
z500_below_minus_2,6,0.595
z500_below_minus_2,7,0.705
z500_below_minus_2,8,0.68
z500_below_minus_2,9,0.6275
z500_below_minus_2,10,0.84
z500_below_minus_2,11,0.6625
z500_below_minus_2,12,0.8025
z500_below_minus_2,13,0.965
z500_below_minus_2,14,0.93
z500_below_minus_2,15,1.2
z500_below_minus_2,16,1.225
z500_below_minus_2,17,1.3725
z500_below_minus_2,18,1.555
z500_below_minus_2,19,1.39
z500_below_minus_2,20,1.5775
z500_below_minus_2,21,1.665
z500_below_minus_2,22,1.6025
z500_below_minus_2,23,1.975
z500_below_minus_2,24,1.905
z500_below_minus_2,25,2.1075
z500_below_minus_2,26,2.0975
z500_below_minus_2,27,2.0975
z500_below_minus_2,28,2.38
z500_below_minus_2,29,2.4125
z500_below_minus_2,30,2.665
z500_below_minus_2,31,2.77
z500_below_minus_2,32,2.825
z500_below_minus_2,33,3.0375
z500_below_minus_2,34,3.06
z500_below_minus_2,35,3.2375
z500_below_minus_2,36,3.565
z500_below_minus_2,37,3.5525
z500_below_minus_2,38,3.7175
z500_below_minus_2,39,3.7425
z500_below_minus_2,40,3.7325
z500_below_minus_2,41,4.0125
z500_below_minus_2,42,3.685
z500_below_minus_2,43,3.9475
z500_below_minus_2,44,3.885
z500_below_minus_2,45,3.905
z500_below_minus_2,46,4.1375
z500_below_minus_2,47,3.9675
z500_below_minus_2,48,3.98
z500_below_minus_2,49,4.145
z500_below_minus_2,50,4.3825
z500_below_minus_2,51,4.6975
z500_below_minus_2,52,4.5625
z500_below_minus_2,53,4.82
z500_below_minus_2,54,4.6825
z500_below_minus_2,55,4.93
z500_below_minus_2,56,5.045
z500_below_minus_2,57,4.9025
z500_below_minus_2,58,5.17
z500_below_minus_2,59,5.035
z500_below_minus_2,60,5.0125
z500_below_minus_2,61,5.2375
z500_below_minus_2,62,5.02
z500_below_minus_2,63,5.2925
z500_below_minus_2,64,5.33
z500_below_minus_2,65,5.365
z500_below_minus_2,66,5.5425
z500_below_minus_2,67,5.3325
z500_below_minus_2,68,5.68
z500_below_minus_2,69,5.515
z500_below_minus_2,70,5.35
z500_below_minus_2,71,5.455
z500_below_minus_2,72,5.365
z500_below_minus_2,73,5.5425
z500_below_minus_2,74,5.63
z500_below_minus_2,75,5.6175
z500_below_minus_2,76,5.495
z500_below_minus_2,77,5.46
z500_below_minus_2,78,5.5525
z500_below_minus_2,79,5.745
z500_below_minus_2,80,5.395
