day,ts,ent_mid,fwd_50,fwd_100,fwd_200,fwd_500,min500,max500,drawdown,max_pain
3,72900,10040.5,8.5,6.5,-3.5,-16.5,10012.0,10053.0,28.5,12.5
3,74300,10045.5,0.5,3.0,-13.5,-32.5,10012.0,10053.0,33.5,7.5
3,76600,10050.5,-7.5,-8.5,-9.5,-22.5,10012.0,10053.0,38.5,2.5
3,79100,10044.5,2.5,-7.0,-25.5,-31.5,10012.0,10051.0,32.5,6.5
3,80100,10042.5,2.5,-0.5,-27.5,-20.5,10012.0,10051.0,30.5,8.5
3,80600,10049.5,-10.5,-12.0,-29.5,-29.5,10012.0,10051.0,37.5,1.5
3,81000,10047.5,-5.5,-2.5,-27.5,-30.5,10012.0,10051.0,35.5,3.5
3,81100,10047.5,-7.5,-3.5,-24.5,-31.5,10012.0,10051.0,35.5,3.5
3,82600,10045.5,-5.5,-5.5,-18.0,-30.5,10010.0,10051.0,35.5,5.5
3,84300,10048.5,-11.5,-16.5,-17.5,-28.5,10010.0,10048.5,38.5,0.0
3,84500,10043.5,-4.5,-7.5,-11.5,-21.5,10010.0,10048.0,33.5,4.5
3,89100,10037.5,-8.5,-18.5,-14.5,-16.5,10010.0,10048.0,27.5,10.5
3,98300,10030.5,2.5,2.5,0.5,-19.5,10000.0,10040.0,30.5,9.5
3,100800,10017.5,-4.5,-0.5,12.5,-20.5,9996.0,10040.0,21.5,22.5
3,102600,10027.5,-1.5,0.5,-7.5,-17.0,9996.0,10040.0,31.5,12.5
3,102800,10028.5,-1.5,1.5,-7.5,-19.5,9996.0,10040.0,32.5,11.5
3,103000,10028.5,3.5,-0.5,-4.5,-17.5,9996.0,10040.0,32.5,11.5
3,108200,10036.5,-10.5,-5.5,-15.5,-8.5,9996.0,10040.0,40.5,3.5
3,108700,10029.5,-3.5,5.5,-11.5,4.5,9996.0,10040.0,33.5,10.5
3,110100,10026.5,-7.5,2.5,-4.5,9.5,9996.0,10040.0,30.5,13.5
3,118400,10032.5,-11.5,-12.5,-17.5,7.5,9996.0,10056.5,36.5,24.0
3,119800,10030.5,-8.5,-11.5,-11.5,3.5,9996.0,10056.5,34.5,26.0
3,131300,10017.5,7.5,-3.5,-11.5,2.5,9996.0,10056.5,21.5,39.0
3,139300,10017.5,-14.5,-7.5,21.5,-13.5,9996.0,10056.5,21.5,39.0
3,140900,10012.5,-7.5,-14.5,34.5,-12.5,9995.5,10056.5,17.0,44.0
3,155400,10022.5,17.5,29.5,7.5,-25.5,9994.0,10056.5,28.5,34.0
3,156500,10019.5,25.5,32.0,16.5,-27.5,9987.0,10056.5,32.5,37.0
3,161000,10048.5,1.5,-19.0,-24.5,-46.5,9978.0,10056.5,70.5,8.0
3,161400,10045.5,7.5,-12.5,-33.0,-46.5,9978.0,10056.5,67.5,11.0
3,162400,10045.5,0.5,-19.5,-32.5,-43.5,9978.0,10056.5,67.5,11.0
3,163700,10041.5,-2.5,-11.5,-20.5,-36.5,9978.0,10056.5,63.5,15.0
3,164500,10049.5,-15.5,-22.5,-30.5,-39.5,9978.0,10056.5,71.5,7.0
3,165000,10049.5,-11.5,-22.5,-31.5,-50.5,9978.0,10056.5,71.5,7.0
3,165300,10052.5,-15.5,-23.5,-35.5,-47.5,9978.0,10056.5,74.5,4.0
3,165900,10049.5,-19.5,-13.5,-31.5,-43.5,9978.0,10056.5,71.5,7.0
3,166200,10052.5,-19.5,-18.5,-32.0,-45.0,9978.0,10053.0,74.5,0.5
3,167000,10046.5,-19.5,-7.5,-36.5,-28.5,9978.0,10049.0,68.5,2.5
3,171000,10029.5,5.0,-5.5,-28.5,-6.5,9978.0,10040.0,51.5,10.5
3,173600,10027.5,5.5,-5.5,-7.5,-11.5,9978.0,10040.0,49.5,12.5
3,174700,10027.5,7.5,-8.5,-13.5,-21.5,9978.0,10040.0,49.5,12.5
3,176000,10034.5,-10.5,-14.5,-20.5,-42.5,9978.0,10040.0,56.5,5.5
3,176800,10035.5,-23.5,-24.5,-23.5,-47.5,9978.0,10040.0,57.5,4.5
3,179100,10038.5,-21.5,-38.5,-16.5,-50.5,9978.0,10040.0,60.5,1.5
3,182700,10013.5,-5.5,2.5,-10.5,-31.5,9973.0,10030.5,40.5,17.0
3,186400,10017.5,-14.5,-3.5,-30.5,-14.5,9973.0,10030.5,44.5,13.0
3,222000,10030.5,-41.5,-55.5,-10.5,-25.5,9973.0,10045.0,57.5,14.5
3,237000,10014.5,5.5,15.5,18.0,9.5,9989.0,10045.0,25.5,30.5
3,237900,10019.5,-2.5,19.5,-0.5,-6.5,9989.0,10045.0,30.5,25.5
3,241200,10020.5,10.5,13.5,-16.0,-8.5,9989.0,10045.0,31.5,24.5
3,246000,10030.5,2.5,6.5,-40.5,-3.5,9989.0,10045.0,41.5,14.5
3,248100,10034.5,-1.5,-17.5,-37.5,-24.5,9989.0,10045.0,45.5,10.5
3,250300,10033.5,2.5,-23.5,-31.5,-19.5,9989.0,10041.0,44.5,7.5
3,251900,10035.5,1.5,-32.5,-29.5,-40.5,9989.0,10041.0,46.5,5.5
3,252000,10035.5,-3.0,-30.5,-30.5,-40.5,9989.0,10041.0,46.5,5.5
3,254600,10037.5,-23.5,-31.5,-35.5,-35.5,9989.0,10041.0,48.5,3.5
3,257000,10032.5,-27.5,-35.5,-24.5,-35.5,9989.0,10036.0,43.5,3.5
3,263000,10010.5,-15.5,1.5,5.5,-26.5,9980.0,10036.0,30.5,25.5
3,284900,10026.5,-11.5,-4.5,-22.5,-30.5,9967.0,10036.0,59.5,9.5
3,286900,10023.5,-10.5,-0.5,-24.5,-8.5,9967.0,10029.0,56.5,5.5
3,288700,10012.5,-0.5,-5.5,-20.5,9.5,9967.0,10029.0,45.5,16.5
3,294300,10014.5,1.5,-10.5,-30.5,27.5,9967.0,10041.5,47.5,27.0
3,296600,10028.5,-32.5,-24.5,-39.5,3.5,9967.0,10042.0,61.5,13.5
3,341800,10023.5,12.5,26.5,5.5,-3.5,10003.0,10056.0,20.5,32.5
3,342200,10031.5,5.5,17.5,0.5,-13.5,10003.0,10056.0,28.5,24.5
3,342900,10038.5,-4.5,2.5,-10.5,-24.5,10003.0,10056.0,35.5,17.5
3,345500,10033.5,10.5,10.5,3.5,-10.5,10003.0,10056.0,30.5,22.5
3,345600,10029.5,16.5,11.5,8.5,-6.5,10003.0,10056.0,26.5,26.5
3,346500,10030.5,23.5,10.5,8.5,-16.0,10003.0,10056.0,27.5,25.5
3,347000,10037.5,10.5,1.5,1.5,-18.5,10003.0,10056.0,34.5,18.5
3,350400,10042.5,1.5,-13.5,-4.5,-28.5,10003.0,10056.0,39.5,13.5
3,355900,10042.5,-16.5,-8.5,0.5,-55.5,9987.0,10054.0,55.5,11.5
3,356100,10043.5,-16.5,-7.5,3.5,-54.5,9986.0,10054.0,57.5,10.5
3,359000,10031.5,-1.5,4.5,7.5,-42.5,9986.0,10054.0,45.5,22.5
3,365300,10034.5,2.5,8.5,-16.5,-46.5,9972.0,10054.0,62.5,19.5
3,367400,10040.5,10.5,-2.5,-27.5,-34.5,9972.0,10054.0,68.5,13.5
3,369500,10039.5,9.5,-12.5,-23.5,-15.5,9972.0,10054.0,67.5,14.5
3,371400,10041.5,6.5,-17.5,-25.5,-22.5,9972.0,10054.0,69.5,12.5
3,372600,10049.5,-8.5,-24.5,-35.5,-34.5,9972.0,10054.0,77.5,4.5
3,373800,10049.5,-13.5,-33.5,-33.5,-20.5,9972.0,10053.0,77.5,3.5
3,376800,10038.5,-16.5,-24.5,-21.5,-1.5,9972.0,10042.5,66.5,4.0
3,377800,10042.5,-17.5,-23.5,-19.5,-11.5,9972.0,10042.5,70.5,0.0
3,378400,10033.5,-12.5,-15.5,-9.5,0.5,9972.0,10042.0,61.5,8.5
3,378500,10035.5,-15.5,-16.5,-12.5,-3.5,9972.0,10042.0,63.5,6.5
3,378900,10039.5,-22.5,-23.5,-21.5,-5.5,9972.0,10042.0,67.5,2.5
3,379200,10031.5,-10.5,-17.5,-10.5,4.5,9972.0,10042.0,59.5,10.5
3,383200,10023.5,-6.5,-5.5,-26.5,6.5,9972.0,10042.0,51.5,18.5
3,384300,10022.5,-6.5,-6.5,-21.5,1.5,9972.0,10042.0,50.5,19.5
3,391500,10018.5,-4.0,-3.5,-36.5,20.5,9972.0,10047.0,46.5,28.5
3,395700,10022.5,-9.5,-33.5,-29.5,18.5,9972.0,10049.5,50.5,27.0
3,399900,10019.5,-29.5,-33.5,0.5,32.5,9972.0,10056.0,47.5,36.5
3,400500,10013.5,-23.5,-40.5,4.5,39.5,9972.0,10056.0,41.5,42.5
3,423500,10022.5,9.5,7.5,25.5,26.5,10020.0,10081.0,2.5,58.5
3,423900,10029.5,4.5,-7.5,20.0,21.5,10020.0,10081.0,9.5,51.5
3,427700,10030.5,1.5,5.5,16.5,4.5,10020.0,10081.0,10.5,50.5
3,430600,10035.5,-7.5,0.5,15.0,-6.5,10020.0,10081.0,15.5,45.5
3,431800,10033.5,3.5,7.5,16.5,-13.5,10020.0,10081.0,13.5,47.5
3,436400,10039.5,-4.5,5.5,32.5,7.5,10020.0,10081.0,19.5,41.5
3,437900,10036.5,7.5,16.5,31.5,11.5,10020.0,10081.0,16.5,44.5
3,439200,10044.5,2.5,10.0,31.5,9.5,10020.0,10081.0,24.5,36.5
3,442500,10041.5,7.5,8.5,23.5,10.5,10020.0,10081.0,21.5,39.5
3,443900,10049.5,6.5,1.5,12.5,1.5,10020.0,10081.0,29.5,31.5
3,444000,10047.5,4.5,5.5,15.5,3.5,10020.0,10081.0,27.5,33.5
3,444300,10045.5,6.5,6.5,18.5,6.5,10020.0,10081.0,25.5,35.5
3,448800,10053.5,-1.5,21.5,17.5,-2.5,10020.0,10081.0,33.5,27.5
3,449200,10054.5,-2.5,21.5,11.5,-11.5,10020.0,10081.0,34.5,26.5
3,450100,10053.5,7.5,21.0,19.5,-14.0,10020.0,10081.0,33.5,27.5
3,450400,10052.5,8.5,22.5,24.5,-10.5,10020.0,10081.0,32.5,28.5
3,450600,10050.5,11.5,27.5,19.5,-7.5,10020.0,10081.0,30.5,30.5
3,451600,10048.5,19.5,23.5,9.5,-4.5,10020.0,10081.0,28.5,32.5
3,452100,10051.5,10.0,17.5,3.5,-14.5,10020.0,10081.0,31.5,29.5
3,452900,10052.5,15.5,14.0,-2.5,-15.5,10020.0,10081.0,32.5,28.5
3,454500,10053.5,22.5,8.5,-5.5,-7.5,10020.0,10081.0,33.5,27.5
3,456500,10071.5,-0.5,-12.5,-30.5,-24.5,10020.0,10081.0,51.5,9.5
3,457300,10070.5,-1.5,-5.5,-35.5,-25.5,10020.0,10081.0,50.5,10.5
3,458200,10069.5,-4.5,1.5,-41.5,-30.5,10020.0,10081.0,49.5,11.5
3,458900,10080.5,-18.5,-10.5,-54.5,-38.5,10020.0,10081.0,60.5,0.5
3,459800,10080.5,-18.5,-5.5,-49.5,-42.5,10020.0,10080.5,60.5,0.0
3,460100,10074.5,-15.5,-1.5,-42.5,-31.5,10020.0,10080.5,54.5,6.0
3,460800,10077.5,-19.5,-11.5,-52.5,-36.5,10020.0,10080.5,57.5,3.0
3,461400,10071.5,-13.5,-13.5,-45.5,-25.5,10020.0,10077.0,51.5,5.5
3,462700,10063.5,0.5,-10.5,-32.5,-23.5,10020.0,10077.0,43.5,13.5
3,462900,10066.5,-0.5,-16.5,-30.5,-28.5,10020.0,10077.0,46.5,10.5
3,464200,10062.5,3.5,-13.5,-19.5,-23.5,10020.0,10077.0,42.5,14.5
3,465300,10059.5,14.5,-26.5,-13.5,-21.5,10020.0,10077.0,39.5,17.5
3,466800,10058.5,0.5,-21.5,-7.5,-18.5,10020.0,10077.0,38.5,18.5
3,468400,10070.5,-17.5,-44.5,-17.5,-10.5,10020.0,10077.0,50.5,6.5
3,470000,10073.5,-31.5,-40.5,-15.0,-14.5,10020.0,10077.0,53.5,3.5
3,470200,10070.5,-35.5,-38.5,-18.5,-11.5,10020.0,10077.0,50.5,6.5
3,471900,10057.5,-21.5,-31.5,-11.5,-20.5,10020.0,10062.5,37.5,5.0
3,473300,10049.5,-20.5,-10.5,1.5,-20.5,10020.0,10062.5,29.5,13.0
3,474300,10051.5,-25.5,-9.5,0.5,-21.5,10020.0,10062.5,31.5,11.0
3,477200,10034.5,-7.5,9.5,12.5,3.5,10020.0,10062.5,14.5,28.0
3,483500,10042.5,10.5,3.5,0.5,-15.5,10023.0,10062.5,19.5,20.0
3,484100,10044.5,8.5,6.5,-0.5,-22.5,10021.0,10062.5,23.5,18.0
3,489900,10054.5,-4.5,-13.5,-12.5,-50.5,10000.0,10062.5,54.5,8.0
3,490500,10051.5,-6.5,-10.5,-14.5,-49.5,9999.0,10062.5,52.5,11.0
3,498600,10049.5,-8.5,-3.5,10.5,-40.5,9997.0,10062.5,52.5,13.0
3,499400,10045.5,2.5,-5.5,13.5,-36.5,9997.0,10062.5,48.5,17.0
3,499500,10041.5,4.5,-2.5,18.5,-33.5,9997.0,10062.5,44.5,21.0
3,500100,10039.5,12.5,3.5,17.5,-27.5,9997.0,10062.5,42.5,23.0
3,503700,10047.5,-2.5,-4.5,-13.5,-33.5,9997.0,10062.5,50.5,15.0
3,503800,10048.5,-5.5,-3.5,-13.5,-35.5,9997.0,10062.5,51.5,14.0
3,504600,10047.5,-7.5,-12.5,-18.5,-39.0,9997.0,10062.5,50.5,15.0
3,504800,10049.5,-11.5,-10.5,-25.5,-42.5,9997.0,10062.5,52.5,13.0
3,507700,10041.5,-1.5,11.5,2.5,-46.0,9994.0,10062.5,47.5,21.0
3,511800,10040.5,-0.5,-4.5,3.5,-44.5,9990.0,10062.5,50.5,22.0
3,527300,10035.5,1.5,-19.5,-18.5,-47.5,9980.0,10050.0,55.5,14.5
3,528200,10049.5,-16.5,-35.5,-34.5,-62.5,9980.0,10050.0,69.5,0.5
3,528700,10046.5,-21.5,-42.5,-39.5,-60.5,9980.0,10050.0,66.5,3.5
3,531900,10043.5,-20.5,-41.5,-37.5,-48.5,9974.0,10043.5,69.5,0.0
3,534400,10017.5,-16.5,-5.5,-10.5,-22.5,9974.0,10029.0,43.5,11.5
3,536000,10023.5,-19.5,-10.5,-25.5,-25.5,9974.0,10029.0,49.5,5.5
3,553100,10011.5,-15.5,-15.5,-19.5,12.5,9974.0,10032.0,37.5,20.5
3,598900,10026.5,-11.5,-22.5,-12.5,-34.5,9967.0,10032.0,59.5,5.5
3,835800,10015.5,10.5,13.5,9.5,-73.5,9941.0,10033.0,74.5,17.5
3,836700,10013.5,15.5,5.5,5.5,-73.5,9940.0,10033.0,73.5,19.5
3,838100,10018.5,2.5,8.5,-4.5,-79.5,9940.0,10033.0,78.5,14.5
3,840000,10029.5,-7.5,-5.5,-22.5,-85.5,9935.0,10033.0,94.5,3.5
3,841000,10027.5,-3.5,-2.5,-11.5,-89.0,9935.0,10033.0,92.5,5.5
3,841500,10032.5,-14.5,-5.5,-18.5,-96.5,9935.0,10032.5,97.5,0.0
3,847000,10019.5,6.5,0.5,-3.5,-81.5,9929.0,10032.0,90.5,12.5
3,848500,10028.5,2.5,-15.5,-16.5,-69.5,9929.0,10032.0,99.5,3.5
3,849400,10027.5,0.5,-16.5,-12.5,-70.5,9929.0,10032.0,98.5,4.5
3,853200,10025.5,-11.5,-30.0,-28.5,-70.5,9929.0,10032.0,96.5,6.5
3,853800,10031.5,-14.5,-32.5,-39.5,-86.5,9929.0,10031.5,102.5,0.0
3,857800,10012.5,-9.5,6.5,-22.5,-71.5,9929.0,10020.0,83.5,7.5
3,869600,10015.5,-25.5,-35.5,-79.5,-83.5,9925.0,10020.0,90.5,4.5
