timestamp,buyer,seller,symbol,currency,price,quantity,day,mid_at_trade,mid_next,mid_fwd_10,mid_fwd_100,mid_fwd_500
375100,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9947.0,2,1,9955.0,9958.0,9961.0,9938.0,9961.0
376300,Mark 14,Mark 38,VEV_4000,XIRECS,1236.0,2,1,1246.5,1247.5,1247.5,1244.5,1235.5
376600,Mark 01,Mark 22,VEV_5300,XIRECS,46.0,5,1,47.0,47.0,48.0,46.5,42.0
376600,Mark 01,Mark 22,VEV_5400,XIRECS,15.0,5,1,15.5,16.0,16.0,15.5,14.0
376600,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,5,1,6.5,6.5,6.5,6.5,5.5
376600,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,5,1,0.5,0.5,0.5,0.5,0.5
376600,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,5,1,0.5,0.5,0.5,0.5,0.5
377900,Mark 14,Mark 22,VEV_5300,XIRECS,47.0,2,1,48.0,48.0,48.0,46.5,41.0
377900,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,2,1,6.5,6.5,6.5,6.5,5.5
377900,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,2,1,0.5,0.5,0.5,0.5,0.5
377900,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,2,1,0.5,0.5,0.5,0.5,0.5
380100,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9957.0,6,1,9949.0,9947.0,9940.0,9945.5,9939.0
380700,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9948.0,4,1,9940.0,9939.0,9938.0,9945.5,9943.0
380900,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5250.0,8,1,5253.0,5254.0,5251.0,5245.5,5227.5
381700,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5255.0,8,1,5252.5,5251.5,5249.5,5242.5,5230.5
383300,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9945.0,5,1,9937.0,9935.0,9939.5,9955.0,9928.0
383600,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9948.0,4,1,9940.0,9939.5,9939.0,9953.0,9924.0
383700,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5246.0,7,1,5248.5,5249.5,5248.0,5243.5,5231.5
384200,Mark 14,Mark 38,VEV_4000,XIRECS,1239.0,1,1,1249.5,1247.5,1248.0,1245.5,1231.5
384500,Mark 14,Mark 38,VEV_4000,XIRECS,1238.0,3,1,1248.5,1248.5,1249.5,1240.0,1230.5
385800,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9943.0,6,1,9935.0,9931.0,9939.5,9944.0,9924.0
385900,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5245.0,3,1,5247.5,5246.5,5245.5,5243.5,5232.0
386000,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5244.0,8,1,5246.5,5245.5,5244.5,5243.5,5230.5
386800,Mark 38,Mark 14,VEV_4000,XIRECS,1257.0,2,1,1246.5,1245.5,1246.5,1241.5,1235.0
390100,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5244.0,10,1,5243.0,5245.0,5244.0,5242.5,5234.5
390800,Mark 14,Mark 38,VEV_4000,XIRECS,1233.0,3,1,1243.5,1245.5,1244.0,1245.5,1234.5
392300,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5242.0,5,1,5244.5,5244.5,5246.5,5240.5,5234.0
393000,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5242.0,4,1,5244.5,5244.0,5242.5,5243.5,5236.5
393900,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5241.0,6,1,5242.0,5242.5,5240.5,5243.5,5239.5
394700,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5237.0,8,1,5239.5,5240.5,5242.5,5243.5,5241.5
394800,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9941.0,5,1,9949.0,9949.0,9944.0,9929.0,9920.0
396000,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5246.0,8,1,5243.5,5243.5,5241.0,5241.0,5247.5
396200,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5240.0,7,1,5242.5,5242.5,5242.5,5242.5,5248.5
396300,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9956.0,4,1,9948.5,9951.0,9947.0,9938.0,9927.0
397800,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9950.0,4,1,9942.0,9943.0,9943.5,9934.0,9938.0
398400,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5235.0,6,1,5237.5,5238.5,5239.5,5238.5,5249.5
399700,Mark 01,Mark 22,VEV_5400,XIRECS,14.0,5,1,14.5,14.5,15.5,13.5,15.5
399700,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,5,1,6.5,6.5,6.5,5.5,6.5
399700,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,5,1,0.5,0.5,0.5,0.5,0.5
399700,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,5,1,0.5,0.5,0.5,0.5,0.5
399900,Mark 14,Mark 38,VEV_4000,XIRECS,1231.0,1,1,1241.5,1246.5,1245.5,1234.5,1245.5
400100,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5240.0,8,1,5242.5,5241.5,5242.5,5236.5,5246.5
401900,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5242.0,8,1,5244.5,5243.5,5244.0,5233.5,5247.5
402400,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5240.0,6,1,5242.5,5241.5,5241.5,5235.5,5249.0
403500,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5239.0,8,1,5241.5,5242.5,5242.5,5235.0,5248.0
403600,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9922.0,6,1,9930.0,9931.0,9928.5,9950.0,9937.0
404200,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5247.0,4,1,5244.5,5243.5,5243.5,5236.0,5249.5
406400,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5246.0,5,1,5243.5,5243.0,5242.0,5233.5,5246.5
409300,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9929.0,6,1,9937.0,9938.0,9947.0,9947.0,9926.0
410400,Mark 01,Mark 22,VEV_5400,XIRECS,13.0,3,1,13.5,13.5,13.5,12.5,16.5
410400,Mark 01,Mark 22,VEV_5500,XIRECS,5.0,3,1,5.5,5.5,5.5,5.0,6.5
410400,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,3,1,0.5,0.5,0.5,0.5,0.5
410400,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,3,1,0.5,0.5,0.5,0.5,0.5
410600,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5239.0,6,1,5236.5,5235.0,5234.5,5225.5,5250.5
411000,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9951.0,4,1,9943.0,9941.0,9945.0,9948.0,9927.0
411200,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5236.0,7,1,5233.5,5233.5,5234.5,5227.5,5252.0
411300,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5236.0,7,1,5233.5,5232.5,5234.5,5229.0,5254.0
411400,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9952.0,3,1,9944.0,9945.0,9944.0,9955.0,9928.0
412300,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9953.0,2,1,9945.0,9944.0,9949.0,9954.0,9929.0
414000,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9962.0,2,1,9954.0,9950.0,9949.0,9955.0,9915.0
414400,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9945.0,3,1,9953.0,9955.0,9956.0,9949.5,9914.5
414800,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9940.0,3,1,9948.0,9949.0,9955.0,9955.5,9911.0
415700,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5234.0,3,1,5231.5,5232.5,5233.5,5235.5,5254.5
419700,Mark 38,Mark 14,VEV_4000,XIRECS,1241.0,1,1,1230.5,1228.0,1226.0,1230.5,1252.5
419900,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5231.0,6,1,5228.5,5228.0,5226.5,5230.5,5251.5
421500,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9946.0,3,1,9954.0,9955.0,9951.0,9937.0,9931.0
424500,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5235.0,7,1,5232.5,5232.5,5234.5,5230.5,5253.0
425400,Mark 38,Mark 14,VEV_4000,XIRECS,1246.0,1,1,1236.0,1234.5,1235.0,1234.0,1254.5
426800,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5232.0,8,1,5234.5,5233.5,5232.5,5235.0,5255.0
427000,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9950.0,2,1,9958.0,9959.0,9948.0,9924.0,9947.0
427600,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5237.0,8,1,5234.5,5234.5,5229.0,5231.5,5258.5
428000,Mark 01,Mark 22,VEV_5400,XIRECS,13.0,2,1,13.5,13.5,13.5,13.5,17.0
428000,Mark 01,Mark 22,VEV_5500,XIRECS,5.0,2,1,5.5,5.5,5.5,5.5,7.0
428000,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,2,1,0.5,0.5,0.5,0.5,0.5
428000,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,2,1,0.5,0.5,0.5,0.5,0.5
430200,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5230.0,3,1,5227.5,5227.0,5230.5,5234.5,5251.5
431000,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5233.0,5,1,5230.5,5230.5,5231.5,5235.5,5249.5
431700,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5233.0,4,1,5230.5,5230.5,5229.5,5232.5,5243.5
432100,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5234.0,3,1,5231.5,5229.5,5230.5,5233.5,5243.5
435300,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5225.0,8,1,5227.5,5230.5,5234.5,5244.5,5241.5
436200,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9935.0,5,1,9927.0,9926.5,9926.0,9922.0,9961.0
437100,Mark 38,Mark 22,VEV_4000,XIRECS,1233.0,1,1,1228.0,1238.5,1232.5,1252.5,1237.5
437100,Mark 38,Mark 22,VEV_4500,XIRECS,733.0,1,1,729.5,737.0,732.5,752.0,737.5
437100,Mark 38,Mark 22,VEV_5000,XIRECS,238.0,1,1,237.0,240.0,238.0,257.0,243.0
437100,Mark 38,Mark 22,VEV_5100,XIRECS,152.0,1,1,151.0,153.0,152.0,168.0,155.0
437100,Mark 38,Mark 22,VEV_5200,XIRECS,87.0,1,1,86.5,87.5,86.5,98.5,88.5
437100,Mark 38,Mark 22,VEV_5300,XIRECS,41.0,1,1,40.5,41.5,41.0,48.5,43.0
437100,Mark 01,Mark 22,VEV_5400,XIRECS,13.0,4,1,13.5,13.5,13.5,16.5,14.0
437100,Mark 01,Mark 22,VEV_5500,XIRECS,5.0,4,1,5.5,5.5,5.5,6.5,5.5
437100,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,4,1,0.5,0.5,0.5,0.5,0.5
437100,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,4,1,0.5,0.5,0.5,0.5,0.5
438000,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5230.0,7,1,5233.0,5232.5,5238.5,5251.5,5239.5
440300,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9922.0,2,1,9914.0,9917.0,9910.0,9940.0,9961.0
441300,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9902.0,2,1,9910.0,9913.0,9919.0,9943.0,9962.0
443600,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9908.0,2,1,9916.0,9916.0,9920.0,9937.0,9965.0
444000,Mark 14,Mark 38,VEV_4000,XIRECS,1230.0,3,1,1240.5,1240.5,1242.5,1250.5,1239.5
444300,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5238.0,7,1,5240.5,5242.0,5244.5,5249.5,5240.5
445900,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5249.0,4,1,5246.5,5247.5,5252.5,5246.5,5239.5
448100,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5254.0,3,1,5251.5,5251.5,5246.5,5244.0,5242.5
448700,Mark 14,Mark 38,VEV_4000,XIRECS,1238.0,3,1,1248.5,1249.5,1246.5,1245.5,1241.5
450000,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9932.0,5,1,9940.0,9942.0,9946.0,9924.0,9999.0
453500,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5245.0,8,1,5248.0,5249.5,5248.5,5251.5,5250.5
453600,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5252.0,4,1,5249.5,5250.5,5247.5,5252.5,5250.5
454800,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5245.0,3,1,5248.0,5247.5,5247.5,5253.0,5253.5
455200,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5244.0,6,1,5247.0,5246.5,5247.0,5250.5,5254.5
455400,Mark 38,Mark 14,VEV_4000,XIRECS,1257.0,1,1,1246.5,1246.5,1246.5,1253.5,1257.5
455700,Mark 01,Mark 22,VEV_5400,XIRECS,15.0,4,1,15.5,15.5,15.0,17.0,17.5
455700,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,4,1,6.5,6.5,6.5,7.0,7.0
455700,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,4,1,0.5,0.5,0.5,0.5,0.5
455700,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,4,1,0.5,0.5,0.5,0.5,0.5
457700,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9914.0,4,1,9922.0,9922.0,9921.0,9934.0,10000.0
458400,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5248.0,3,1,5245.5,5244.5,5246.0,5249.5,5262.5
459900,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5252.0,8,1,5249.5,5250.5,5252.5,5251.5,5262.5
459900,Mark 14,Mark 38,VEV_4000,XIRECS,1239.0,2,1,1249.5,1249.5,1252.5,1251.5,1262.5
460400,Mark 01,Mark 22,VEV_5300,XIRECS,47.0,3,1,48.0,48.0,49.0,49.5,53.0
460400,Mark 14,Mark 22,VEV_5400,XIRECS,16.0,3,1,16.5,16.0,16.5,17.0,19.0
460400,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,3,1,6.5,6.5,6.5,7.0,7.5
460400,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,3,1,0.5,0.5,0.5,0.5,0.5
460400,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,3,1,0.5,0.5,0.5,0.5,0.5
460700,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5254.0,6,1,5251.5,5252.5,5254.5,5254.0,5263.0
462300,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5259.0,8,1,5256.0,5256.5,5251.5,5251.5,5265.0
462500,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9932.0,2,1,9924.0,9926.0,9917.0,9938.0,10008.0
464200,Mark 14,Mark 38,VEV_4000,XIRECS,1241.0,1,1,1251.5,1252.5,1250.5,1255.5,1264.0
465300,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5255.0,8,1,5252.5,5253.5,5254.5,5253.5,5267.5
468000,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5247.0,3,1,5249.5,5251.5,5253.5,5255.5,5258.5
469300,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5252.0,6,1,5254.5,5254.0,5254.0,5249.5,5256.5
469600,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5252.0,7,1,5254.5,5252.5,5254.5,5249.5,5258.5
470400,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5257.0,4,1,5254.5,5255.5,5248.5,5249.5,5260.0
472600,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5249.0,3,1,5251.5,5252.5,5251.5,5244.5,5259.0
475400,Mark 55,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5254.0,7,1,5253.0,5254.5,5256.5,5243.5,5257.5
475500,Mark 14,Mark 38,VEV_4000,XIRECS,1244.0,1,1,1254.5,1254.5,1251.0,1242.0,1257.5
476200,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9959.0,3,1,9951.0,9954.0,9949.0,9961.0,10015.0
476500,Mark 01,Mark 22,VEV_5400,XIRECS,17.0,2,1,17.5,17.0,17.5,14.5,16.5
476500,Mark 01,Mark 22,VEV_5500,XIRECS,7.0,2,1,7.5,7.0,7.5,5.5,6.5
476500,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,2,1,0.5,0.5,0.5,0.5,0.5
476500,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,2,1,0.5,0.5,0.5,0.5,0.5
477600,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9941.0,5,1,9949.0,9950.0,9964.0,9963.0,10013.0
477900,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5258.0,5,1,5255.0,5255.5,5252.5,5239.5,5252.5
478900,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5250.0,4,1,5252.5,5252.5,5250.5,5241.5,5253.0
479100,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9973.0,5,1,9968.5,9963.0,9958.0,9959.0,10025.0
480100,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5250.0,10,1,5249.0,5251.5,5248.5,5242.5,5253.0
480700,Mark 38,Mark 14,VEV_4000,XIRECS,1259.0,2,1,1248.5,1249.5,1243.5,1241.5,1252.5
480900,Mark 14,Mark 38,VEV_4000,XIRECS,1239.0,2,1,1249.5,1249.5,1242.5,1243.5,1252.5
481300,Mark 38,Mark 14,VEV_4000,XIRECS,1257.0,3,1,1246.5,1245.5,1243.0,1244.5,1252.5
483100,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5245.0,8,1,5242.5,5241.5,5242.5,5241.5,5248.5
483200,Mark 38,Mark 14,VEV_4000,XIRECS,1252.0,3,1,1241.5,1240.5,1243.5,1241.5,1248.5
483800,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5238.0,7,1,5241.0,5242.5,5243.0,5240.0,5246.5
485300,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9952.0,3,1,9960.0,9962.0,9962.0,9972.0,10013.0
486400,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5239.0,7,1,5242.0,5241.5,5238.5,5239.5,5241.5
489600,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9948.0,4,1,9956.0,9957.0,9958.0,10003.0,10012.0
489700,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5237.0,6,1,5239.5,5241.5,5241.5,5243.5,5235.5
489700,Mark 01,Mark 22,VEV_5300,XIRECS,43.0,4,1,44.0,44.0,44.0,45.0,42.0
489700,Mark 01,Mark 22,VEV_5400,XIRECS,14.0,4,1,14.5,14.5,14.5,15.0,13.0
489700,Mark 01,Mark 22,VEV_5500,XIRECS,5.0,4,1,5.5,5.5,5.5,5.5,5.5
489700,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,4,1,0.5,0.5,0.5,0.5,0.5
489700,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,4,1,0.5,0.5,0.5,0.5,0.5
490900,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5246.0,5,1,5243.5,5243.5,5244.5,5245.5,5238.5
491100,Mark 14,Mark 38,VEV_4000,XIRECS,1233.0,3,1,1243.5,1243.5,1243.5,1245.5,1238.5
492100,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5241.0,5,1,5243.5,5244.5,5241.5,5250.5,5237.5
493900,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5237.0,3,1,5239.5,5239.5,5237.0,5249.5,5238.5
494500,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9975.0,4,1,9967.0,9967.0,9974.0,10004.0,10007.0
494700,Mark 14,Mark 38,VEV_4000,XIRECS,1228.0,2,1,1238.5,1239.0,1239.5,1254.5,1236.5
495300,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9964.0,5,1,9972.0,9973.0,9984.0,10006.0,10013.0
496200,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5239.0,5,1,5241.5,5240.5,5242.0,5256.5,5233.5
496300,Mark 14,Mark 38,VEV_4000,XIRECS,1230.0,2,1,1240.5,1239.5,1241.5,1255.5,1234.5
498200,Mark 22,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5241.0,5,1,5239.5,5241.5,5243.5,5262.5,5232.5
498400,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5238.0,7,1,5240.5,5241.5,5242.5,5262.5,5232.5
499900,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9990.0,6,1,9998.0,9999.0,9998.0,10013.0,10012.0
500800,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9987.0,4,1,9995.0,9998.0,9995.0,10001.0,10011.0
501400,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9987.0,6,1,9995.0,9993.0,9998.0,10004.0,10017.0
502000,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9985.0,3,1,9993.0,9996.0,10006.0,10007.0,10018.0
502700,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,2,1,6.5,6.5,6.5,8.0,5.0
502700,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,2,1,0.5,0.5,0.5,0.5,0.5
502700,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,2,1,0.5,0.5,0.5,0.5,0.5
503500,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9994.0,6,1,10002.0,10002.0,10004.0,9999.0,10022.0
503500,Mark 14,Mark 38,VEV_4000,XIRECS,1240.0,3,1,1250.5,1250.5,1254.5,1263.5,1228.5
505300,Mark 55,Mark 22,VELVETFRUIT_EXTRACT,XIRECS,5256.0,3,1,5254.5,5257.5,5255.5,5267.5,5232.5
506200,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5254.0,5,1,5256.5,5255.5,5262.5,5267.5,5226.5
507200,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10012.0,4,1,10004.0,10001.0,10002.0,10019.0,10010.0
507800,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9992.0,6,1,10000.0,10000.0,9999.0,10009.0,10002.0
509100,Mark 14,Mark 38,VEV_4000,XIRECS,1250.0,3,1,1260.5,1262.5,1262.5,1257.0,1228.0
509700,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5260.0,13,1,5259.5,5262.5,5263.0,5259.5,5227.0
509900,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10005.0,5,1,10013.0,10010.0,9999.0,10011.0,10003.0
510100,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10003.0,3,1,10011.0,10009.0,9999.0,10012.0,10000.0
513200,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10010.0,5,1,10002.0,9999.0,10000.0,10017.5,9999.0
514100,Mark 49,Mark 22,VELVETFRUIT_EXTRACT,XIRECS,5263.0,7,1,5264.5,5264.0,5267.5,5258.5,5233.5
514500,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5265.0,6,1,5267.5,5267.5,5267.5,5258.0,5232.5
515200,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10000.0,4,1,10008.0,10007.0,10014.0,10012.0,10003.0
516800,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5261.0,5,1,5263.5,5262.5,5259.5,5253.5,5235.5
517900,Mark 14,Mark 38,VEV_4000,XIRECS,1249.0,1,1,1259.5,1258.5,1259.5,1252.5,1234.5
518800,Mark 38,Mark 14,VEV_4000,XIRECS,1271.0,1,1,1260.5,1259.5,1259.5,1253.5,1239.5
519000,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10002.0,5,1,10010.0,10010.0,10013.0,10022.0,10006.0
519100,Mark 14,Mark 38,VEV_4000,XIRECS,1246.0,2,1,1257.0,1256.5,1257.5,1253.5,1239.0
519400,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10017.0,2,1,10009.0,10011.0,10011.0,10026.0,10004.0
519500,Mark 01,Mark 22,VEV_5300,XIRECS,50.0,4,1,51.0,51.0,51.0,49.0,43.0
519500,Mark 01,Mark 22,VEV_5400,XIRECS,17.0,4,1,17.5,17.5,17.5,16.5,13.5
519500,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,4,1,7.0,7.0,7.0,6.5,5.5
519500,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,4,1,0.5,0.5,0.5,0.5,0.5
519500,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,4,1,0.5,0.5,0.5,0.5,0.5
520400,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10019.0,2,1,10011.0,10014.0,10014.0,10017.0,10010.0
520500,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5256.0,4,1,5258.5,5260.5,5258.5,5251.5,5236.5
521100,Mark 14,Mark 38,VEV_4000,XIRECS,1248.0,2,1,1258.5,1259.5,1262.5,1253.5,1237.5
521800,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5265.0,3,1,5262.5,5262.5,5258.5,5251.5,5237.0
523300,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5262.0,3,1,5259.0,5258.0,5258.5,5246.0,5235.5
524000,Mark 01,Mark 22,VEV_5400,XIRECS,17.0,4,1,17.5,17.5,17.5,15.0,13.0
524000,Mark 14,Mark 22,VEV_5500,XIRECS,7.0,4,1,7.5,7.0,7.5,6.0,5.5
524000,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,4,1,0.5,0.5,0.5,0.5,0.5
524000,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,4,1,0.5,0.5,0.5,0.5,0.5
524500,Mark 67,Mark 22,VELVETFRUIT_EXTRACT,XIRECS,5259.0,7,1,5258.0,5259.5,5256.0,5245.5,5233.5
525500,Mark 14,Mark 38,VEV_4000,XIRECS,1247.0,1,1,1257.5,1257.0,1254.5,1243.5,1235.5
526200,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5250.0,8,1,5252.5,5253.5,5250.5,5242.5,5235.5
526600,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10021.0,4,1,10013.0,10013.0,10013.0,10018.0,10002.0
527700,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10021.0,6,1,10013.0,10015.0,10024.0,10020.0,10007.0
527700,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5255.0,6,1,5252.5,5251.5,5252.5,5237.5,5236.5
